iter	Passed	Remaining
249	540	1620
250	541	1616
251	543	1611
252	544	1607
253	545	1603
254	547	1600
255	549	1596
256	550	1592
257	552	1588
258	553	1583
259	554	1578
260	556	1575
261	557	1571
262	559	1567
263	561	1564
264	562	1560
265	564	1557
266	566	1553
267	567	1550
268	568	1546
269	570	1542
270	573	1543
271	575	1540
272	577	1536
273	578	1532
274	580	1529
275	581	1526
276	583	1522
277	585	1520
278	587	1517
279	588	1514
280	590	1510
281	591	1507
282	593	1503
283	595	1500
284	596	1496
285	598	1494
286	600	1492
287	602	1488
288	603	1485
289	605	1482
290	607	1479
291	608	1475
292	611	1474
293	612	1471
294	614	1469
295	616	1465
296	617	1462
297	619	1458
298	620	1455
299	622	1453
300	625	1451
301	626	1448
302	628	1445
303	629	1442
304	631	1438
305	632	1435
306	634	1433
307	636	1430
308	638	1427
309	639	1424
310	641	1421
311	643	1418
312	644	1414
313	646	1411
314	647	1408
315	649	1405
316	651	1403
317	652	1400
318	654	1397
319	656	1395
320	658	1391
321	659	1389
322	661	1386
323	663	1385
324	665	1382
325	667	1379
326	669	1377
327	670	1373
328	672	1370
329	673	1367
330	675	1365
331	677	1362
332	679	1360
333	680	1357
334	682	1354
335	684	1351
336	685	1348
337	687	1346
338	689	1343
339	690	1340
340	692	1337
341	693	1334
342	695	1331
343	696	1328
344	698	1325
345	699	1322
346	702	1321
347	703	1318
348	705	1315
349	706	1312
350	708	1309
351	709	1306
352	711	1304
353	713	1302
354	715	1300
355	716	1296
356	718	1294
357	720	1291
358	721	1288
359	723	1285
360	724	1282
361	726	1280
362	727	1276
363	729	1274
364	730	1271
365	732	1268
366	733	1265
367	734	1262
368	736	1259
369	738	1256
370	739	1254
371	741	1252
372	743	1249
373	744	1246
374	746	1243
375	747	1240
376	749	1237
377	750	1235
378	752	1233
379	754	1230
380	755	1227
381	757	1224
382	758	1221
383	759	1218
384	761	1216
385	763	1214
386	764	1211
387	766	1208
388	767	1205
389	768	1202
390	770	1199
391	771	1197
392	773	1194
393	775	1193
394	777	1191
395	779	1188
396	780	1185
397	782	1182
398	783	1180
399	785	1177
400	790	1180
401	792	1178
402	793	1175
403	795	1173
404	796	1170
405	801	1173
406	803	1170
407	805	1168
408	806	1165
409	810	1166
410	812	1163
411	814	1162
412	815	1159
413	817	1156
414	818	1153
415	819	1151
416	821	1148
417	823	1146
418	824	1143
419	826	1141
420	828	1138
421	829	1136
422	830	1133
423	832	1130
424	833	1127
425	834	1125
426	836	1122
427	838	1119
428	839	1117
429	841	1115
430	842	1112
431	844	1109
432	845	1107
433	847	1104
434	848	1101
435	849	1099
436	851	1097
437	853	1094
438	854	1092
439	856	1089
440	858	1088
441	859	1085
442	861	1082
443	862	1080
444	864	1077
445	866	1075
446	867	1073
447	869	1071
448	871	1069
449	872	1066
450	873	1063
451	875	1061
452	876	1058
453	878	1056
454	880	1054
455	881	1051
456	883	1049
457	884	1046
458	886	1044
459	887	1041
460	888	1039
461	890	1036
462	892	1035
463	893	1032
464	895	1029
465	896	1027
466	898	1025
467	899	1022
468	900	1019
469	902	1017
470	903	1015
471	906	1013
472	907	1011
473	909	1009
474	910	1006
475	912	1004
476	913	1001
477	914	999
478	916	996
479	919	995
480	920	993
481	921	990
482	923	988
483	925	986
484	926	983
485	927	981
486	930	980
487	931	977
488	933	975
489	934	972
490	936	970
491	937	967
492	938	965
493	939	962
494	941	960
495	943	958
496	944	956
497	946	953
498	947	951
499	948	948
500	949	945
501	950	942
502	951	940
503	953	937
504	954	935
505	956	933
506	957	931
507	958	928
508	960	926
509	961	923
510	962	921
511	964	919
512	965	916
513	967	914
514	968	912
515	970	910
516	972	908
517	973	905
518	974	903
519	976	901
520	977	898
521	978	896
522	980	894
523	981	891
524	983	890
525	985	888
526	986	885
527	988	883
528	989	880
529	990	878
530	991	876
531	993	873
532	994	871
533	996	869
534	997	867
535	999	865
536	1000	862
537	1001	860
538	1003	857
539	1004	855
540	1005	853
541	1006	850
542	1008	848
543	1010	846
544	1011	844
545	1013	842
546	1014	840
547	1015	837
548	1017	835
549	1018	833
550	1020	831
551	1021	828
552	1023	827
553	1024	824
554	1026	822
555	1027	820
556	1028	818
557	1030	816
558	1031	813
559	1033	811
560	1034	809
561	1036	807
562	1037	805
563	1039	803
564	1040	801
565	1042	799
566	1043	796
567	1044	794
568	1045	792
569	1047	789
570	1048	787
571	1050	785
572	1051	783
573	1052	781
574	1054	779
575	1055	777
576	1057	775
577	1058	773
578	1060	770
579	1061	768
580	1062	766
581	1064	764
582	1065	762
583	1067	760
584	1068	758
585	1069	755
586	1071	753
587	1072	751
588	1073	749
589	1075	747
590	1077	745
591	1079	743
592	1080	741
593	1081	738
594	1082	736
595	1083	734
596	1085	732
597	1086	730
598	1087	728
599	1089	726
600	1091	724
601	1092	722
602	1093	719
603	1094	717
604	1096	715
605	1097	713
606	1098	711
607	1100	709
608	1101	707
609	1103	705
610	1105	703
611	1106	701
612	1107	699
613	1109	697
614	1110	695
615	1111	692
616	1112	690
617	1113	688
618	1116	686
619	1117	684
620	1118	682
621	1120	680
622	1121	678
623	1122	676
624	1124	674
625	1125	672
626	1127	670
627	1129	669
628	1131	667
629	1132	665
630	1134	663
631	1135	661
632	1137	659
633	1138	657
634	1140	655
635	1142	653
636	1144	652
637	1145	650
638	1146	647
639	1148	646
640	1150	644
641	1151	642
642	1153	640
643	1155	638
644	1156	636
645	1158	634
646	1159	632
647	1161	630
648	1162	628
649	1164	626
650	1166	625
651	1167	623
652	1168	621
653	1170	619
654	1171	617
655	1173	615
656	1174	613
657	1175	611
658	1177	609
659	1179	607
660	1180	605
661	1182	603
662	1183	601
663	1184	599
664	1186	597
665	1187	595
666	1189	593
667	1190	591
668	1201	594
669	1203	592
670	1204	590
671	1206	588
672	1208	587
673	1209	585
674	1210	582
675	1212	581
676	1213	579
677	1229	583
678	1230	581
679	1232	579
680	1233	577
681	1235	576
682	1237	574
683	1239	572
684	1240	570
685	1242	568
686	1243	566
687	1244	564
688	1246	562
689	1247	560
690	1248	558
691	1250	556
692	1252	554
693	1253	552
694	1254	550
695	1255	548
696	1257	546
697	1258	544
698	1259	542
699	1261	540
700	1262	538
701	1264	536
702	1266	534
703	1267	532
704	1268	530
705	1270	528
706	1271	526
707	1272	525
708	1274	523
709	1276	521
710	1278	519
711	1279	517
712	1281	515
713	1282	513
714	1283	511
715	1285	509
716	1287	508
717	1289	506
718	1307	510
719	1309	509
720	1310	507
721	1312	505
722	1313	503
723	1315	501
724	1316	499
725	1318	497
726	1320	495
727	1321	493
728	1323	491
729	1324	489
730	1326	487
731	1327	486
732	1328	484
733	1330	482
734	1332	480
735	1334	478
736	1335	476
737	1337	474
738	1338	472
739	1340	471
740	1342	469
741	1344	467
742	1346	465
743	1347	463
744	1349	461
745	1350	459
746	1351	457
747	1353	455
748	1354	454
749	1356	452
750	1358	450
751	1359	448
752	1361	446
753	1362	444
754	1363	442
755	1364	440
756	1366	438
757	1367	436
758	1368	434
759	1370	432
760	1372	430
761	1373	429
762	1375	427
763	1376	425
764	1377	423
765	1379	421
766	1380	419
767	1382	417
768	1383	415
769	1385	413
770	1386	411
771	1389	410
772	1390	408
773	1392	406
774	1393	404
775	1395	402
776	1396	400
777	1398	399
778	1400	397
779	1401	395
780	1403	393
781	1404	391
782	1405	389
783	1407	387
784	1408	385
785	1411	384
786	1412	382
787	1413	380
788	1414	378
789	1416	376
790	1418	374
791	1419	372
792	1420	370
793	1422	369
794	1424	367
795	1426	365
796	1427	363
797	1428	361
798	1430	359
799	1432	358
800	1433	356
801	1435	354
802	1437	352
803	1438	350
804	1440	348
805	1441	346
806	1442	345
807	1444	343
808	1445	341
809	1447	339
810	1449	337
811	1451	335
812	1452	334
813	1453	332
814	1455	330
815	1456	328
816	1457	326
817	1459	324
818	1459	322
819	1461	320
820	1463	319
821	1464	317
822	1466	315
823	1466	313
824	1468	311
825	1469	309
826	1472	308
827	1474	306
828	1475	304
829	1477	302
830	1478	300
831	1480	298
832	1481	296
833	1482	295
834	1484	293
835	1486	291
836	1487	289
837	1488	287
838	1490	285
839	1490	283
840	1492	282
841	1493	280
842	1494	278
843	1496	276
844	1498	274
845	1499	272
846	1500	271
847	1502	269
848	1503	267
849	1504	265
850	1506	263
851	1507	261
852	1509	260
853	1511	258
854	1512	256
855	1513	254
856	1515	252
857	1516	250
858	1517	249
859	1519	247
860	1520	245
861	1521	243
862	1523	241
863	1525	240
864	1526	238
865	1527	236
866	1529	234
867	1530	232
868	1532	230
869	1533	229
870	1534	227
871	1536	225
872	1538	223
873	1539	221
874	1541	220
875	1542	218
876	1544	216
877	1545	214
878	1546	212
879	1548	211
880	1549	209
881	1551	207
882	1552	205
883	1554	203
884	1555	202
885	1557	200
886	1558	198
887	1559	196
888	1560	194
889	1562	193
890	1564	191
891	1565	189
892	1575	188
893	1577	187
894	1579	185
895	1580	183
896	1582	181
897	1583	179
898	1585	178
899	1587	176
900	1588	174
901	1590	172
902	1592	171
903	1594	169
904	1597	167
905	1599	165
906	1601	164
907	1602	162
908	1603	160
909	1605	158
910	1606	156
911	1607	155
912	1608	153
913	1610	151
914	1611	149
915	1613	147
916	1614	146
917	1615	144
918	1616	142
919	1618	140
920	1619	138
921	1620	137
922	1622	135
923	1624	133
924	1625	131
925	1626	130
926	1628	128
927	1629	126
928	1630	124
929	1632	122
930	1633	121
931	1635	119
932	1637	117
933	1638	115
934	1639	113
935	1641	112
936	1642	110
937	1643	108
938	1645	106
939	1646	105
940	1648	103
941	1650	101
942	1651	99
943	1653	98
944	1654	96
945	1656	94
946	1657	92
947	1659	91
948	1661	89
949	1663	87
950	1664	85
951	1666	84
952	1667	82
953	1668	80
954	1670	78
955	1671	76
956	1673	75
957	1675	73
958	1676	71
959	1678	69
960	1679	68
961	1681	66
962	1682	64
963	1684	62
964	1685	61
965	1687	59
966	1688	57
967	1690	55
968	1691	54
969	1693	52
970	1694	50
971	1696	48
972	1697	47
973	1698	45
974	1700	43
975	1702	41
976	1703	40
977	1704	38
978	1706	36
979	1707	34
980	1708	33
981	1710	31
982	1711	29
983	1713	27
984	1714	26
985	1716	24
986	1717	22
987	1718	20
988	1719	19
989	1721	17
990	1722	15
991	1723	13
992	1725	12
993	1726	10
994	1728	8
995	1729	6
996	1730	5
997	1732	3
998	1733	1
999	1735	0
