iter	Logloss
261	0.2437655376
262	0.2430828467
263	0.2427755563
264	0.2421644321
265	0.2415896805
266	0.2412139164
267	0.2406088722
268	0.2399334678
269	0.2394101171
270	0.23899652
271	0.2383976614
272	0.2376714517
273	0.2368252937
274	0.2364496107
275	0.2358212456
276	0.2354412586
277	0.2349772095
278	0.2348666844
279	0.2341565212
280	0.2335543487
281	0.2331268852
282	0.23266008
283	0.2322565601
284	0.2316991041
285	0.231278042
286	0.2308042936
287	0.2303688508
288	0.229737066
289	0.2293588289
290	0.2290381265
291	0.2285367088
292	0.2281041412
293	0.2275748054
294	0.227150191
295	0.2267292427
296	0.2263186808
297	0.2258016766
298	0.2253185549
299	0.2247976184
300	0.2242937128
301	0.2240029238
302	0.2236360926
303	0.2229558414
304	0.2225729513
305	0.222044303
306	0.2214309123
307	0.2211721482
308	0.2207667425
309	0.2205228331
310	0.2200474449
311	0.2195608242
312	0.2192583802
313	0.2190764211
314	0.2187649395
315	0.2184221141
316	0.2180497279
317	0.2175671396
318	0.2172934714
319	0.2169704735
320	0.2166368886
321	0.2161470811
322	0.215760351
323	0.2152045858
324	0.2145616437
325	0.2140172751
326	0.2134602383
327	0.2131788839
328	0.2127694447
329	0.2122195863
330	0.211974927
331	0.211483627
332	0.2111473412
333	0.2107119533
334	0.2103218628
335	0.2101198323
336	0.2098186223
337	0.2095333096
338	0.2091540826
339	0.2086231701
340	0.2080506282
341	0.2078282546
342	0.2073326799
343	0.2069940764
344	0.2065715636
345	0.2061550829
346	0.2057688358
347	0.2053509941
348	0.2050547069
349	0.2045884383
350	0.2044482822
351	0.2041276857
352	0.203853087
353	0.2035507626
354	0.2031758414
355	0.2029434176
356	0.2025650928
357	0.2022287679
358	0.2018708607
359	0.2015739148
360	0.2011872182
361	0.200891489
362	0.200565267
363	0.2002502844
364	0.199742204
365	0.1992548498
366	0.1988368027
367	0.1984071276
368	0.1979968888
369	0.1978232159
370	0.1975593149
371	0.1972737649
372	0.1968894548
373	0.1963816087
374	0.1958916485
375	0.1955212773
376	0.1951830358
377	0.1948283525
378	0.1946702998
379	0.1945567319
380	0.1942883649
381	0.1938961661
382	0.1936205848
383	0.1932172516
384	0.1927948469
385	0.192432682
386	0.192145981
387	0.191830172
388	0.1916051661
389	0.1912456982
390	0.1910158284
391	0.1908632162
392	0.1903827292
393	0.1899427723
394	0.1897277248
395	0.1891535304
396	0.1889188513
397	0.1886078862
398	0.1881241663
399	0.1879382832
400	0.1876673638
401	0.1874537535
402	0.187260328
403	0.1870463839
404	0.1869163858
405	0.1866660784
406	0.1864937484
407	0.1860902331
408	0.1857598196
409	0.1854399131
410	0.1851926823
411	0.1848511621
412	0.1843920859
413	0.1840676287
414	0.1837482729
415	0.1836036918
416	0.1832133349
417	0.1829337087
418	0.1825108304
419	0.1821880504
420	0.1818802156
421	0.1816860843
422	0.1812041698
423	0.1808299941
424	0.1806744598
425	0.1805198076
426	0.1800983964
427	0.1799154039
428	0.1795296279
429	0.1792637231
430	0.1790004085
431	0.1787872646
432	0.1786196215
433	0.1784881084
434	0.1782911993
435	0.1781546154
436	0.1778293091
437	0.1775703789
438	0.1773578167
439	0.1770480144
440	0.1768409076
441	0.1764859737
442	0.1762924443
443	0.1760704084
444	0.1759194242
445	0.1755985593
446	0.1753594434
447	0.1751844932
448	0.1747174959
449	0.174533139
450	0.1742804266
451	0.1739557771
452	0.1737755613
453	0.1733882488
454	0.1730708046
455	0.1727858923
456	0.1723525942
457	0.1720139752
458	0.171633101
459	0.1713431897
460	0.1711271511
461	0.1707877359
462	0.1704401729
463	0.1703447864
464	0.1701093628
465	0.1697908873
466	0.1696858841
467	0.1694219757
468	0.1691895261
469	0.1689464692
470	0.1686755258
471	0.1683614528
472	0.1680276154
473	0.167579349
474	0.167466176
475	0.1672345231
476	0.1671930021
477	0.1670708413
478	0.166940002
479	0.1667369367
480	0.1665908749
481	0.1664949382
482	0.1662035873
483	0.1659495133
484	0.1656792071
485	0.1653579948
486	0.1650360982
487	0.164789887
488	0.1645073398
489	0.1643900725
490	0.1642203673
491	0.1639009966
492	0.1636702479
493	0.1635780263
494	0.163381857
495	0.1629572133
496	0.1628421865
497	0.1626300422
498	0.1624625139
499	0.162336889
500	0.1620728909
501	0.1617623922
502	0.16154666
503	0.1614166398
504	0.1612027965
505	0.1610846974
506	0.1609204245
507	0.1607098013
508	0.160494477
509	0.1602163851
510	0.159990975
511	0.1597996736
512	0.1595406822
513	0.1594274615
514	0.1592842971
515	0.1591075707
516	0.1590026417
517	0.1588203167
518	0.1584899674
519	0.1581888964
520	0.1580661903
521	0.1577629116
522	0.1573792554
523	0.1570397458
524	0.1569608193
525	0.1567547855
526	0.1566123676
527	0.1561312263
528	0.1558788802
529	0.1556116907
530	0.1552429709
531	0.1549791544
532	0.1548762838
533	0.1546143437
534	0.1544828824
535	0.1541765321
536	0.1539028083
537	0.1537993523
538	0.1534792859
539	0.153140965
540	0.1530630303
541	0.1528100217
542	0.1525307777
543	0.1523386183
544	0.1520258443
545	0.1519383702
546	0.1517234341
547	0.1514546111
548	0.1510916164
549	0.1507858532
550	0.150453677
551	0.1502142811
552	0.1500512708
553	0.1500058232
554	0.1499227898
555	0.1498088439
556	0.1495173413
557	0.1492262366
558	0.1490325321
559	0.1488594427
560	0.1487148897
561	0.1484010276
562	0.1482146916
563	0.147950774
564	0.1478228231
565	0.1475831377
566	0.1474648108
567	0.1471904009
568	0.1471204942
569	0.1469332201
570	0.1466709288
571	0.146480304
572	0.1463778598
573	0.1462250236
574	0.1460796567
575	0.145894389
576	0.1458031621
577	0.1455868408
578	0.145390599
579	0.1452052232
580	0.145028504
581	0.1448788858
582	0.1445805931
583	0.1443785009
584	0.1442216908
585	0.1439444719
586	0.1437395908
587	0.1436102564
588	0.143475395
589	0.1432972723
590	0.1430575045
591	0.1429191924
592	0.1427825344
593	0.142670877
594	0.1424974691
595	0.1424580173
596	0.1422924884
597	0.1418955352
598	0.1417618666
599	0.1414807283
600	0.1412489704
601	0.1411041963
602	0.1408737242
603	0.1406671952
604	0.1405776071
605	0.1405745035
606	0.1404479035
607	0.1403390497
608	0.1403068144
609	0.140032502
610	0.1397896686
611	0.1397472227
612	0.1395304425
613	0.1394271003
614	0.139294495
615	0.139108227
616	0.1389080852
617	0.1387349436
618	0.1385751758
619	0.1384343022
620	0.1383076402
621	0.1382895736
622	0.1380464983
623	0.1379092765
624	0.1376666575
625	0.1375659702
626	0.1373561181
627	0.1371627653
628	0.1370095556
629	0.1369024891
630	0.1366855612
631	0.1365118259
632	0.1363240351
633	0.1361600322
634	0.1360851168
635	0.1359695011
636	0.1358215707
637	0.1356592534
638	0.1355120883
639	0.1353077982
640	0.1351866826
641	0.1350508963
642	0.1349672984
643	0.134837094
644	0.1347057776
645	0.1345463234
646	0.1343943744
647	0.1343914272
648	0.1342377934
649	0.1339452185
650	0.1337408638
651	0.1336740791
652	0.1335150094
653	0.1333270678
654	0.1330354216
655	0.1329105661
656	0.1328108705
657	0.1326689903
658	0.1324350667
659	0.1322739323
660	0.1321194361
661	0.1320110935
662	0.1318281899
663	0.1316308624
664	0.1314109871
665	0.1312049585
666	0.1310480845
667	0.1308614816
668	0.1306281899
669	0.1304162923
670	0.1303403825
671	0.13012867
672	0.1299455401
673	0.1298563343
674	0.1296489815
675	0.1295571682
676	0.1294144191
677	0.1292165885
678	0.1289678792
679	0.128770484
680	0.128607694
681	0.1283911861
682	0.1283437461
683	0.1281827994
684	0.1279915161
685	0.1278671776
686	0.1277366237
687	0.1276579358
688	0.1274739388
689	0.1273776714
690	0.1270154387
691	0.1268084701
692	0.1267241932
693	0.1265497057
694	0.1264031168
695	0.1262945022
696	0.1261658989
697	0.1260704133
698	0.1259413586
699	0.1258334238
700	0.1257512046
701	0.1257304166
702	0.1255649571
703	0.1255316472
704	0.1252765116
705	0.1251558222
706	0.1249451096
707	0.1246848098
708	0.1245662844
709	0.1244950995
710	0.1242593093
711	0.1241292994
712	0.1239149511
713	0.1238420654
714	0.1237606078
715	0.12364504
716	0.123547569
717	0.1233777123
718	0.1231266312
719	0.1229709021
720	0.1228896159
721	0.1227418393
722	0.1225487069
723	0.1223430306
724	0.122252122
725	0.1219891171
726	0.1217050486
727	0.1216034116
728	0.1214799965
729	0.1212236415
730	0.1210169525
731	0.1208823848
732	0.1207454814
733	0.1206010627
734	0.1205714566
735	0.1204894027
736	0.1203338102
737	0.1202186324
738	0.1201440227
739	0.1199825131
740	0.1197929987
741	0.1197338995
742	0.119650341
743	0.1195380328
744	0.119458025
745	0.1192793108
746	0.1191013448
747	0.1189961116
748	0.1188912302
749	0.1187004961
750	0.1185705669
751	0.1184910641
752	0.1183743442
753	0.1182826688
754	0.1180673442
755	0.1179238981
756	0.1178924924
757	0.1177057937
758	0.1174831772
759	0.1173178852
760	0.1171816248
761	0.1170969152
762	0.1169577509
763	0.116780265
764	0.1166826687
765	0.1165644559
766	0.1163187898
767	0.1162140279
768	0.1160660467
769	0.1159125424
770	0.1158585523
771	0.1156018307
772	0.1154332162
773	0.1152647456
774	0.1150885482
775	0.1149604827
776	0.1147391333
777	0.1146877097
778	0.1143754292
779	0.114204101
780	0.1140567908
781	0.1139607053
782	0.1137400888
783	0.1136346156
784	0.1135050496
785	0.1134235529
786	0.1133286925
787	0.1131767534
788	0.1131015665
789	0.1129948136
790	0.1128591313
791	0.1127184709
792	0.1127009536
793	0.1125344877
794	0.1123770793
795	0.1122211182
796	0.1120265376
797	0.1119093763
798	0.1117635143
799	0.1116027681
800	0.1115455442
801	0.1113683761
802	0.1111963085
803	0.1110053118
804	0.1109326719
805	0.1108479035
806	0.1107485426
807	0.1106632348
808	0.1105731807
809	0.1104541062
810	0.1103136321
811	0.1102075326
812	0.1100628851
813	0.1099684558
814	0.1098821097
815	0.1098371441
816	0.1096580468
817	0.1094002743
818	0.1091461405
819	0.108919027
820	0.1087252148
821	0.1086408501
822	0.1086100411
823	0.1083346414
824	0.1083015496
825	0.1081243025
826	0.1079493501
827	0.1078288604
828	0.1077693473
829	0.1076169392
830	0.1075096709
831	0.1075068278
832	0.1073585351
833	0.1072190823
834	0.1071382975
835	0.1070270515
836	0.1070076814
837	0.1068784714
838	0.1067884778
839	0.1066083846
840	0.1064666638
841	0.1063328978
842	0.1061561831
843	0.1060946858
844	0.1059104973
845	0.1057436414
846	0.1057359001
847	0.1055965247
848	0.1054429986
849	0.1052639067
850	0.1051539832
851	0.105112507
852	0.1050608796
853	0.1049265803
854	0.1048814819
855	0.1047641004
856	0.1045955646
857	0.1045234995
858	0.1044231523
859	0.1042492793
860	0.1040948399
861	0.103967679
862	0.1038321892
863	0.1036414343
864	0.1035548353
865	0.1035058556
866	0.1034310283
867	0.1032710762
868	0.1030652158
869	0.1029974994
870	0.102873891
871	0.1027066029
872	0.102678084
873	0.1025876952
874	0.1025515447
875	0.1024191193
876	0.1022245202
877	0.1021094955
878	0.1021022506
879	0.101996565
880	0.1018371178
881	0.1016837358
882	0.1015860348
883	0.1014740894
884	0.1013390825
885	0.1013342923
886	0.1012712466
887	0.1011817289
888	0.1010456184
889	0.1008842363
890	0.1006787323
891	0.100548895
892	0.100454996
893	0.1002354673
894	0.1001313505
895	0.1000551206
896	0.09994035785
897	0.09980180784
898	0.09976010833
899	0.09963443353
900	0.09956213297
901	0.09942770723
902	0.09932107328
903	0.0992286745
904	0.09909961156
905	0.0989801917
906	0.09889731672
907	0.09863068606
908	0.09855350522
909	0.09853583971
910	0.0983974384
911	0.09826800071
912	0.09808823279
913	0.09789968438
914	0.09775885051
915	0.09772364743
916	0.09762799217
917	0.09748685637
918	0.09729824453
919	0.0972350104
920	0.09714224083
921	0.09691433505
922	0.09687277934
923	0.09667366442
924	0.0965494895
925	0.0963941375
926	0.09630212913
927	0.09615332201
928	0.09608324459
929	0.09591842612
930	0.09582979398
931	0.09576346079
932	0.09560355407
933	0.09553052565
934	0.09548131035
935	0.09531948176
936	0.09521071
937	0.09508776466
938	0.09497875331
939	0.0949269317
940	0.0947982376
941	0.09464189917
942	0.09443213099
943	0.09443043892
944	0.09425523325
945	0.0942077939
946	0.09414884251
947	0.09399331234
948	0.09395922209
949	0.09386944909
950	0.09379368251
951	0.09366688582
952	0.0934993147
953	0.09339884908
954	0.09325567271
955	0.09311217658
956	0.09291675514
957	0.09283082889
958	0.09279366881
959	0.09261463593
960	0.09252617796
961	0.09240726529
962	0.09236388514
963	0.09219783638
964	0.09211242477
965	0.09200268008
966	0.09191475971
967	0.09179752933
968	0.09167269028
969	0.09162464824
970	0.09156514197
971	0.09149368153
972	0.09143305034
973	0.09131200727
974	0.09118082947
975	0.09104927112
976	0.09092682878
977	0.09083011735
978	0.09068974367
979	0.09059968327
980	0.0905549663
981	0.0904802639
982	0.09036850036
983	0.09026816999
984	0.09020251922
985	0.09004867765
986	0.08995751213
987	0.0899442474
988	0.08982960344
989	0.08969654365
990	0.08964411297
991	0.08955714685
992	0.08945601371
993	0.08939214743
994	0.08929106446
995	0.08925945784
996	0.0892173268
997	0.08913759607
998	0.08899452133
999	0.0888439794
