iter	Logloss
285	0.2305020274
286	0.2300193724
287	0.2295521483
288	0.2287941691
289	0.2284616722
290	0.228027346
291	0.2276909704
292	0.22751695
293	0.2270588853
294	0.2265153855
295	0.2258793829
296	0.2252665805
297	0.2248660507
298	0.2244895051
299	0.2240780159
300	0.223626319
301	0.2232851147
302	0.2228114429
303	0.2226304621
304	0.2220963347
305	0.2217594892
306	0.221478079
307	0.2210048445
308	0.2205230604
309	0.2200222055
310	0.2195850469
311	0.2190454089
312	0.2183414882
313	0.2178938959
314	0.2175483124
315	0.2169837551
316	0.2163584029
317	0.2161071205
318	0.2156754483
319	0.2149127212
320	0.2143154583
321	0.2139345508
322	0.2136264347
323	0.2134701567
324	0.2130514505
325	0.2127628736
326	0.2124755091
327	0.2119308788
328	0.2115895514
329	0.2112125209
330	0.2107627594
331	0.2102515917
332	0.2100299158
333	0.2095608058
334	0.2093003058
335	0.2088751835
336	0.20849535
337	0.2080282238
338	0.2077370492
339	0.207298712
340	0.2068999804
341	0.206409595
342	0.2061967912
343	0.205969481
344	0.2056570255
345	0.2054230104
346	0.2048201571
347	0.2042686694
348	0.2038741178
349	0.2034515285
350	0.2031240295
351	0.2028556843
352	0.2023238884
353	0.2020261996
354	0.201613919
355	0.2010798722
356	0.2005873838
357	0.2004007477
358	0.2000155689
359	0.199679034
360	0.1994253257
361	0.1990331063
362	0.1986655228
363	0.1982970285
364	0.1977664902
365	0.1974072227
366	0.1970809612
367	0.1968290123
368	0.1964866787
369	0.1961650662
370	0.1957287151
371	0.1954845848
372	0.195232411
373	0.1950105604
374	0.1946776973
375	0.194224871
376	0.1939004463
377	0.1932385795
378	0.1930814341
379	0.1928434393
380	0.1926066114
381	0.1924574603
382	0.1922246739
383	0.1920013574
384	0.1914212292
385	0.1911674578
386	0.1908994566
387	0.190598143
388	0.1901503951
389	0.1898569764
390	0.1893546588
391	0.1890572187
392	0.1887895111
393	0.1885371776
394	0.1882299457
395	0.1879085518
396	0.1875511746
397	0.1871020358
398	0.1868252122
399	0.1863375543
400	0.1861563849
401	0.1858485467
402	0.1856440767
403	0.1853092358
404	0.1849002944
405	0.1846173264
406	0.184303188
407	0.1838482585
408	0.1835767037
409	0.1833579427
410	0.1832336242
411	0.1828972003
412	0.1825091951
413	0.1821240583
414	0.1817875434
415	0.1816461059
416	0.1813680974
417	0.1813462595
418	0.1810517841
419	0.180553573
420	0.1804109513
421	0.1800442398
422	0.1798502569
423	0.1794657259
424	0.1790932813
425	0.1788300372
426	0.1784307646
427	0.1783151942
428	0.1779388037
429	0.1777342069
430	0.1774895488
431	0.1773955687
432	0.1770625809
433	0.1767643432
434	0.1764985478
435	0.1762144595
436	0.1758112583
437	0.1754041645
438	0.1749658753
439	0.1747388355
440	0.1743999512
441	0.1740739581
442	0.1737692009
443	0.1737459444
444	0.1736156443
445	0.1733324319
446	0.1730956199
447	0.1729407376
448	0.1726475019
449	0.1724549821
450	0.1722754406
451	0.1720673506
452	0.171811646
453	0.1715215824
454	0.1713667644
455	0.1711824559
456	0.1708139194
457	0.1706118322
458	0.1703793075
459	0.1699857315
460	0.1698663736
461	0.1696533999
462	0.1694487631
463	0.1691221153
464	0.1688715987
465	0.1686050798
466	0.1684372655
467	0.1681135366
468	0.1679035222
469	0.1677479279
470	0.1673400694
471	0.1669512687
472	0.1668105003
473	0.1666880054
474	0.1663768227
475	0.1662026308
476	0.1658475663
477	0.1654327191
478	0.1653376328
479	0.1652619967
480	0.164998776
481	0.164870901
482	0.1646535392
483	0.1645035043
484	0.1643971162
485	0.1640645503
486	0.1639032177
487	0.1636039872
488	0.1633779999
489	0.1631491731
490	0.1629316055
491	0.1626802836
492	0.1623361259
493	0.1621744778
494	0.1618076816
495	0.1616012613
496	0.1613519803
497	0.1612210385
498	0.1608214842
499	0.1607580841
500	0.1604160416
501	0.1601382411
502	0.159825787
503	0.1596281742
504	0.1595105851
505	0.1593031454
506	0.1591145517
507	0.1588292057
508	0.158612939
509	0.1584978914
510	0.1582655238
511	0.1578520853
512	0.157710601
513	0.1573274133
514	0.1570173591
515	0.1566310488
516	0.1563284237
517	0.1561243226
518	0.1557879482
519	0.1556227929
520	0.1554090387
521	0.1551518565
522	0.1549935117
523	0.1547866475
524	0.1543753158
525	0.1540400435
526	0.1537452746
527	0.1534283951
528	0.1532165282
529	0.1531171037
530	0.1529699032
531	0.152866327
532	0.1525814199
533	0.1524341262
534	0.1521721756
535	0.15196109
536	0.1517577474
537	0.1514733386
538	0.1514702426
539	0.1513691728
540	0.1512029822
541	0.1510692116
542	0.1509349711
543	0.1507954088
544	0.1505610508
545	0.1503560225
546	0.1501639759
547	0.1499961875
548	0.1498324971
549	0.1495558475
550	0.1493807432
551	0.1491895218
552	0.1489904218
553	0.1489049529
554	0.148552556
555	0.1483299578
556	0.1481887892
557	0.147965089
558	0.1477326232
559	0.1474504522
560	0.1472099034
561	0.1469908908
562	0.1469695308
563	0.1467525562
564	0.14654666
565	0.1464077283
566	0.1462539956
567	0.1460060426
568	0.1456879232
569	0.1455493314
570	0.1455396344
571	0.145342365
572	0.1451167941
573	0.1448983325
574	0.1448074843
575	0.1447194681
576	0.1445591575
577	0.1443536605
578	0.1443100096
579	0.1441804872
580	0.1438346162
581	0.1437962032
582	0.1436229234
583	0.1434941611
584	0.1433815568
585	0.1432755621
586	0.1432036091
587	0.1429526181
588	0.1427323755
589	0.1424855377
590	0.1423571099
591	0.1422301085
592	0.1421083217
593	0.1420619814
594	0.1418043504
595	0.1416266116
596	0.1415233158
597	0.141335814
598	0.1412159306
599	0.1409969228
600	0.140787473
601	0.140557088
602	0.140424722
603	0.1401873917
604	0.1400260976
605	0.1398354859
606	0.1397379743
607	0.1396612689
608	0.1393980851
609	0.1391566828
610	0.1388157088
611	0.1386625758
612	0.1384051386
613	0.1381558913
614	0.1379579639
615	0.1378447908
616	0.1377268681
617	0.1374747088
618	0.1373313513
619	0.1371419489
620	0.1370047329
621	0.1367983006
622	0.1367866368
623	0.1365802258
624	0.1363759286
625	0.1361922072
626	0.1360588771
627	0.135881674
628	0.1357561226
629	0.1355656335
630	0.135489529
631	0.1352702652
632	0.1351993954
633	0.1350259919
634	0.1348431755
635	0.1347470793
636	0.1345698544
637	0.1343056577
638	0.1340736072
639	0.1340328946
640	0.1338000646
641	0.1335944148
642	0.133403017
643	0.1332415023
644	0.1330809014
645	0.132915609
646	0.1327621486
647	0.1326342719
648	0.1325254308
649	0.1322437924
650	0.1320124944
651	0.1318479766
652	0.131627871
653	0.1314185803
654	0.131140132
655	0.1310158997
656	0.1309218254
657	0.1308559133
658	0.1306602536
659	0.13043635
660	0.1302757804
661	0.1300132907
662	0.1298183527
663	0.1297595125
664	0.1296699252
665	0.1295930407
666	0.1292815241
667	0.1292207186
668	0.1290955041
669	0.1288773271
670	0.1286612581
671	0.1285529044
672	0.1283588404
673	0.1282146902
674	0.1280671397
675	0.1278670564
676	0.1277970272
677	0.1275818884
678	0.1274916766
679	0.1273609245
680	0.1271779439
681	0.1271131282
682	0.1270232343
683	0.1268020479
684	0.1266454907
685	0.126516441
686	0.126417909
687	0.1262109635
688	0.126026561
689	0.1258806659
690	0.1256873525
691	0.1253998904
692	0.1252678052
693	0.1251315196
694	0.1249790749
695	0.1247744276
696	0.1246035797
697	0.1244603626
698	0.1243954452
699	0.1241892917
700	0.1239608037
701	0.1237239117
702	0.123600638
703	0.1233646024
704	0.1231122084
705	0.1229698195
706	0.1228474858
707	0.1227938608
708	0.122733027
709	0.1225993577
710	0.1225226823
711	0.1225200952
712	0.1222357567
713	0.1220588725
714	0.1219531545
715	0.121804392
716	0.1216618689
717	0.1215293115
718	0.1212836252
719	0.1211539361
720	0.1209559658
721	0.1208323531
722	0.1205736022
723	0.1204584279
724	0.1203528969
725	0.1201592155
726	0.120049349
727	0.1198713161
728	0.1197951151
729	0.1196118724
730	0.1194706906
731	0.11930434
732	0.1191859941
733	0.1189847141
734	0.1188230265
735	0.1187030411
736	0.1184873121
737	0.118354879
738	0.1183194663
739	0.118159877
740	0.1180288434
741	0.1179584387
742	0.1178741398
743	0.1177232798
744	0.1176314836
745	0.1175602931
746	0.1174897341
747	0.1171647387
748	0.1169861681
749	0.1169367048
750	0.1167756724
751	0.1165911668
752	0.1164039695
753	0.116258777
754	0.1161083328
755	0.1159679351
756	0.1158219188
757	0.1156276074
758	0.1154924495
759	0.115298597
760	0.1152918448
761	0.1151266961
762	0.1151157304
763	0.1150509521
764	0.1148723271
765	0.1146889349
766	0.114565081
767	0.1143868818
768	0.1141956419
769	0.1139705244
770	0.1138178936
771	0.1137764103
772	0.1135994598
773	0.1134640414
774	0.113210265
775	0.113106511
776	0.1129258263
777	0.1127801185
778	0.1126544393
779	0.1125688363
780	0.1123213068
781	0.1122137495
782	0.1120782085
783	0.1119841067
784	0.1118915232
785	0.1117174515
786	0.1114600776
787	0.1113641515
788	0.1112590951
789	0.1111025549
790	0.1109626138
791	0.1109598586
792	0.1107313213
793	0.1106221091
794	0.1104832148
795	0.1103339636
796	0.1101925855
797	0.1100424795
798	0.1098824874
799	0.109754825
800	0.109532774
801	0.1094082433
802	0.1093143851
803	0.1092403235
804	0.1089417386
805	0.1087636532
806	0.1086286226
807	0.1085681169
808	0.1084775679
809	0.1083780164
810	0.1082772648
811	0.1081428328
812	0.1079567276
813	0.1078006937
814	0.1077279652
815	0.1076766421
816	0.1074881915
817	0.1073156472
818	0.1071502799
819	0.10693445
820	0.1068655884
821	0.106754486
822	0.1066614203
823	0.106539682
824	0.1064583807
825	0.1063652508
826	0.1062289481
827	0.10615676
828	0.1059799003
829	0.1058355673
830	0.1056515277
831	0.10543413
832	0.1052619484
833	0.1051808453
834	0.1050680193
835	0.1049349769
836	0.1048682589
837	0.1047702267
838	0.1045552314
839	0.1043329533
840	0.1042120821
841	0.1040199727
842	0.1038603068
843	0.1037810744
844	0.1036076262
845	0.1035758182
846	0.1033786555
847	0.103188759
848	0.1029925264
849	0.102943641
850	0.1027751937
851	0.1026465918
852	0.1026178015
853	0.1024670829
854	0.1023103761
855	0.1022288074
856	0.1021688482
857	0.1020145272
858	0.1019868553
859	0.101846799
860	0.1018178868
861	0.1017382528
862	0.1016175699
863	0.1014869031
864	0.1013700186
865	0.1012907658
866	0.1012516199
867	0.101128319
868	0.1009288539
869	0.1008774488
870	0.1006614155
871	0.1005653018
872	0.100439487
873	0.1003363044
874	0.1001878742
875	0.1001602144
876	0.1000689312
877	0.09987941541
878	0.09980537348
879	0.09972170784
880	0.0995337423
881	0.0993667396
882	0.09934530406
883	0.09913442687
884	0.09901527491
885	0.09890475452
886	0.09880642676
887	0.09870364786
888	0.09859281765
889	0.09843500371
890	0.09836445936
891	0.09819282166
892	0.09798183108
893	0.09783777707
894	0.09774591415
895	0.0975837317
896	0.09751932113
897	0.09743585188
898	0.09728591723
899	0.09712700014
900	0.09706818961
901	0.09699891653
902	0.09689187997
903	0.09680308766
904	0.09669868146
905	0.09664353107
906	0.09658185786
907	0.09642443618
908	0.09635451189
909	0.09622023171
910	0.09612728949
911	0.09608104712
912	0.09598928327
913	0.09596245565
914	0.09578111264
915	0.09565731592
916	0.09553919833
917	0.0954719718
918	0.09531890267
919	0.09523752508
920	0.09520581575
921	0.095129964
922	0.09497499781
923	0.09486107776
924	0.09475225651
925	0.09463802052
926	0.09453862254
927	0.09446844006
928	0.09435598871
929	0.09428254406
930	0.09424697379
931	0.09415291951
932	0.09409077935
933	0.09388011959
934	0.09385676431
935	0.09374321236
936	0.09369263052
937	0.0935837138
938	0.09356840497
939	0.09343129009
940	0.09334632463
941	0.0933313913
942	0.09323143195
943	0.09316757461
944	0.09307669777
945	0.09297080334
946	0.09294177988
947	0.0928046552
948	0.09275067346
949	0.09267229536
950	0.09259205411
951	0.09248322936
952	0.09235597904
953	0.09216204797
954	0.09212889615
955	0.09205189536
956	0.0920043327
957	0.09196552504
958	0.09187989083
959	0.09174744163
960	0.09158111911
961	0.09150477003
962	0.09139251265
963	0.0912828879
964	0.09114949783
965	0.09107511461
966	0.09106540321
967	0.0909651863
968	0.09085207676
969	0.09073274215
970	0.09061511359
971	0.09053271708
972	0.09032894135
973	0.09025707496
974	0.09011237985
975	0.09007317897
976	0.08993460163
977	0.08980407227
978	0.08971599539
979	0.08964508348
980	0.08955674584
981	0.08950113742
982	0.08939437754
983	0.08926609985
984	0.08916147599
985	0.08908737126
986	0.08893760848
987	0.08875000607
988	0.0887060602
989	0.08859207775
990	0.08849616974
991	0.08838398263
992	0.08827886682
993	0.08817294444
994	0.08803075518
995	0.0879266924
996	0.08774064441
997	0.08753267238
998	0.08737198555
999	0.08730520458
